timestamp,hour,day_of_week,campaign,discount,past_traffic,traffic
2026-01-03 02:00:00,2,5,1,10,53.888215025727085,180
2026-01-03 03:00:00,3,5,0,0,57.11986328844383,62
2026-01-03 04:00:00,4,5,1,30,61.11017493735759,116
2026-01-03 05:00:00,5,5,1,20,62.52429302567946,113
2026-01-03 06:00:00,6,5,0,0,63.43055560340139,65
2026-01-03 07:00:00,7,5,1,10,64.34491269383066,226
2026-01-03 08:00:00,8,5,0,0,65.4700528853656,65
2026-01-03 09:00:00,9,5,0,0,63.79713415265493,60
2026-01-03 10:00:00,10,5,0,0,60.016691947087146,54
2026-01-03 11:00:00,11,5,0,0,55.933595243807076,53
2026-01-03 12:00:00,12,5,0,0,54.50623777138312,56
2026-01-03 13:00:00,13,5,0,0,50.89381163659075,43
2026-01-03 14:00:00,14,5,1,20,48.7343475236483,220
2026-01-03 15:00:00,15,5,0,0,43.710911954966946,40
2026-01-03 16:00:00,16,5,0,0,43.09635824923064,41
2026-01-03 17:00:00,17,5,0,0,43.059569751157746,46
2026-01-03 18:00:00,18,5,0,0,43.05732215569168,40
2026-01-03 19:00:00,19,5,1,20,42.75380695604513,148
2026-01-03 20:00:00,20,5,0,0,38.6896283584152,34
2026-01-03 21:00:00,21,5,1,50,40.591196584472236,194
2026-01-03 22:00:00,22,5,0,0,43.14269539374401,48
2026-01-03 23:00:00,23,5,0,0,51.03856802982603,58
2026-01-04 00:00:00,0,6,0,0,51.63887096548083,48
2026-01-04 01:00:00,1,6,1,10,53.45771136002733,237
2026-01-04 02:00:00,2,6,0,0,52.797323111044555,56
2026-01-04 03:00:00,3,6,0,0,58.29639823952718,64
2026-01-04 04:00:00,4,6,0,0,59.79634300171542,58
2026-01-04 05:00:00,5,6,0,0,61.398825492778286,61
2026-01-04 06:00:00,6,6,0,0,60.75920827207823,63
2026-01-04 07:00:00,7,6,0,0,61.562050772999186,60
2026-01-04 08:00:00,8,6,1,20,60.01995746411564,248
2026-01-04 09:00:00,9,6,0,0,58.353969206707085,58
2026-01-04 10:00:00,10,6,0,0,58.27925416358254,60
2026-01-04 11:00:00,11,6,0,0,55.288430159875254,47
2026-01-04 12:00:00,12,6,0,0,52.82954035800105,50
2026-01-04 13:00:00,13,6,0,0,47.34388926632774,43
2026-01-04 14:00:00,14,6,0,0,48.51709566321251,50
2026-01-04 15:00:00,15,6,0,0,43.39981209437294,35
2026-01-04 16:00:00,16,6,1,20,41.611122511545844,115
2026-01-04 17:00:00,17,6,0,0,38.69497850081509,42
2026-01-04 18:00:00,18,6,0,0,42.86651932813377,47
2026-01-04 19:00:00,19,6,0,0,43.35547056344933,40
2026-01-04 20:00:00,20,6,0,0,42.134452968868565,38
2026-01-04 21:00:00,21,6,0,0,43.63681876525715,52
2026-01-04 22:00:00,22,6,0,0,42.886132120648625,37
2026-01-04 23:00:00,23,6,0,0,42.17080926637687,36
2026-01-05 00:00:00,0,0,0,0,42.12592750468661,52
2026-01-05 01:00:00,1,0,0,0,46.23192378180107,50
2026-01-05 02:00:00,2,0,0,0,50.72394249795841,49
2026-01-05 03:00:00,3,0,0,0,53.528201763990275,60
2026-01-05 04:00:00,4,0,0,0,56.79531452313635,59
2026-01-05 05:00:00,5,0,0,0,59.110324254756556,56
2026-01-05 06:00:00,6,0,0,0,56.772200240850985,53
2026-01-05 07:00:00,7,0,0,0,58.152962673381325,64
2026-01-05 08:00:00,8,0,1,50,59.843760946191544,184
2026-01-05 09:00:00,9,0,0,0,60.83599777496588,56
2026-01-05 10:00:00,10,0,0,0,60.9065444669482,64
2026-01-05 11:00:00,11,0,0,0,56.015380030867114,47
2026-01-05 12:00:00,12,0,0,0,51.281108581669706,42
2026-01-05 13:00:00,13,0,0,0,44.520803321446444,43
2026-01-05 14:00:00,14,0,0,0,43.69890442105579,44
2026-01-05 15:00:00,15,0,0,0,44.28998951751302,44
2026-01-05 16:00:00,16,0,1,30,43.01708834194815,232
2026-01-05 17:00:00,17,0,1,50,42.126737942434254,195
2026-01-05 18:00:00,18,0,0,0,38.658962423867514,33
2026-01-05 19:00:00,19,0,1,10,41.134295452068066,156
2026-01-05 20:00:00,20,0,1,20,40.743619235572055,101
2026-01-05 21:00:00,21,0,0,0,45.667988724581186,48
2026-01-05 22:00:00,22,0,1,30,45.38600938271882,102
2026-01-05 23:00:00,23,0,0,0,48.308204574235795,49
2026-01-06 00:00:00,0,1,1,30,49.75267959259775,232
2026-01-06 01:00:00,1,1,1,50,52.45704843233884,212
2026-01-06 02:00:00,2,1,0,0,55.296394483870166,58
2026-01-06 03:00:00,3,1,0,0,58.91905917099238,63
2026-01-06 04:00:00,4,1,0,0,60.52443471607236,59
2026-01-06 05:00:00,5,1,0,0,62.18798913323753,63
2026-01-06 06:00:00,6,1,1,10,60.79948615524961,148
2026-01-06 07:00:00,7,1,1,50,63.20514763984505,244
2026-01-06 08:00:00,8,1,0,0,60.56315279874999,55
2026-01-06 09:00:00,9,1,0,0,62.73796894803521,66
2026-01-06 10:00:00,10,1,0,0,58.71775758358195,54
2026-01-06 11:00:00,11,1,0,0,55.43643172121093,45
2026-01-06 12:00:00,12,1,0,0,50.29134908725573,50
2026-01-06 13:00:00,13,1,0,0,46.69379609219644,44
2026-01-06 14:00:00,14,1,1,50,47.950097027032655,208
2026-01-06 15:00:00,15,1,0,0,44.291860432722196,39
2026-01-06 16:00:00,16,1,0,0,42.659286277549306,39
2026-01-06 17:00:00,17,1,0,0,36.55589305669532,30
2026-01-06 18:00:00,18,1,0,0,35.913445094072664,37
2026-01-06 19:00:00,19,1,1,30,32.28428386336694,216
2026-01-06 20:00:00,20,1,1,50,33.126681784148715,128
2026-01-06 21:00:00,21,1,0,0,36.124194139182514,46
2026-01-06 22:00:00,22,1,0,0,43.02674603561238,48
2026-01-06 23:00:00,23,1,0,0,48.39970120666993,49
2026-01-07 00:00:00,0,2,0,0,47.877739145169244,45
2026-01-07 01:00:00,1,2,0,0,49.01795010418962,52
2026-01-07 02:00:00,2,2,0,0,50.832246753072134,54
2026-01-07 03:00:00,3,2,0,0,52.87028844692174,51
2026-01-07 04:00:00,4,2,0,0,57.479492405710026,66
2026-01-07 05:00:00,5,2,0,0,60.500853209450646,64
2026-01-07 06:00:00,6,2,1,50,63.03949813110029,209
2026-01-07 07:00:00,7,2,0,0,60.91164543482802,59
2026-01-07 08:00:00,8,2,0,0,59.463678222099055,59
2026-01-07 09:00:00,9,2,0,0,55.4527496683965,46
2026-01-07 10:00:00,10,2,1,50,53.44289154490773,171
2026-01-07 11:00:00,11,2,0,0,49.93492525605908,49
2026-01-07 12:00:00,12,2,0,0,49.31142741631955,44
2026-01-07 13:00:00,13,2,0,0,46.72549241536888,46
2026-01-07 14:00:00,14,2,0,0,48.32888022310602,53
2026-01-07 15:00:00,15,2,0,0,48.70929573775407,46
2026-01-07 16:00:00,16,2,0,0,46.201810047319604,38
2026-01-07 17:00:00,17,2,0,0,42.606884383867104,43
2026-01-07 18:00:00,18,2,0,0,42.89476128002058,46
2026-01-07 19:00:00,19,2,0,0,45.05478099283109,44
2026-01-07 20:00:00,20,2,0,0,44.532861715453215,41
2026-01-07 21:00:00,21,2,1,30,42.0986854210121,148
2026-01-07 22:00:00,22,2,0,0,43.27442089314369,48
2026-01-07 23:00:00,23,2,0,0,45.85486711458605,49
2026-01-08 00:00:00,0,3,0,0,50.78210638143005,54
2026-01-08 01:00:00,1,3,0,0,53.20641734521908,55
2026-01-08 02:00:00,2,3,0,0,56.829259712056796,60
2026-01-08 03:00:00,3,3,0,0,56.80223493003145,54
2026-01-08 04:00:00,4,3,0,0,59.963293232225105,65
2026-01-08 05:00:00,5,3,0,0,60.096457468810435,60
2026-01-08 06:00:00,6,3,0,0,65.42359500516501,70
2026-01-08 07:00:00,7,3,0,0,62.41229327397395,56
2026-01-08 08:00:00,8,3,0,0,64.64323219641328,67
2026-01-08 09:00:00,9,3,0,0,60.53800465176406,58
2026-01-08 10:00:00,10,3,1,20,59.0478682549257,158
2026-01-08 11:00:00,11,3,0,0,53.32409766395336,50
2026-01-08 12:00:00,12,3,0,0,50.103311573903255,48
2026-01-08 13:00:00,13,3,0,0,49.3665546735888,49
2026-01-08 14:00:00,14,3,1,20,48.51502672673009,246
2026-01-08 15:00:00,15,3,1,50,45.73574962986783,106
2026-01-08 16:00:00,16,3,0,0,42.96419420315661,41
2026-01-08 17:00:00,17,3,0,0,44.110166233153656,51
2026-01-08 18:00:00,18,3,1,10,46.96926079384097,236
2026-01-08 19:00:00,19,3,0,0,47.40405648871721,42
2026-01-08 20:00:00,20,3,0,0,44.22994642965988,41
2026-01-08 21:00:00,21,3,0,0,42.527070753400636,43
2026-01-08 22:00:00,22,3,0,0,44.37548067945818,48
2026-01-08 23:00:00,23,3,1,30,44.63150846945356,216
2026-01-09 00:00:00,0,4,1,50,46.35951796650604,113
2026-01-09 01:00:00,1,4,0,0,45.085411372501106,44
2026-01-09 02:00:00,2,4,0,0,49.98483433584897,56
2026-01-09 03:00:00,3,4,0,0,53.84947773501428,60
2026-01-09 04:00:00,4,4,0,0,57.84916161658436,56
2026-01-09 05:00:00,5,4,1,10,61.36018710535584,117
2026-01-09 06:00:00,6,4,1,10,59.214895163558886,189
2026-01-09 07:00:00,7,4,0,0,57.9125825420569,52
2026-01-09 08:00:00,8,4,0,0,55.33035622582471,59
2026-01-09 09:00:00,9,4,0,0,58.14215210580403,62
2026-01-09 10:00:00,10,4,0,0,61.83623697095328,63
2026-01-09 11:00:00,11,4,1,20,58.6733223062987,137
2026-01-09 12:00:00,12,4,0,0,56.36893725370877,55
2026-01-09 13:00:00,13,4,0,0,50.96881350176941,47
2026-01-09 14:00:00,14,4,0,0,48.91651162297455,44
2026-01-09 15:00:00,15,4,0,0,46.234454192445014,47
2026-01-09 16:00:00,16,4,0,0,45.3618185766955,44
2026-01-09 17:00:00,17,4,0,0,41.46912439399289,32
2026-01-09 18:00:00,18,4,0,0,41.480947685013426,47
2026-01-09 19:00:00,19,4,0,0,42.36089373622137,47
2026-01-09 20:00:00,20,4,0,0,44.27861090369467,38
2026-01-09 21:00:00,21,4,0,0,43.453693605925366,44
2026-01-09 22:00:00,22,4,0,0,43.53001108044774,47
2026-01-09 23:00:00,23,4,0,0,47.0310930549432,48
2026-01-10 00:00:00,0,5,0,0,47.8112678467603,47
2026-01-10 01:00:00,1,5,0,0,48.397908740067386,49
2026-01-10 02:00:00,2,5,0,0,50.45025916238354,54
2026-01-10 03:00:00,3,5,1,50,55.67900538818001,231
2026-01-10 04:00:00,4,5,0,0,59.728399121340544,61
2026-01-10 05:00:00,5,5,0,0,60.706384773813,57
2026-01-10 06:00:00,6,5,0,0,61.01431165550614,63
2026-01-10 07:00:00,7,5,0,0,55.693741771814054,45
2026-01-10 08:00:00,8,5,0,0,57.89304041756231,64
2026-01-10 09:00:00,9,5,0,0,52.73104220580674,48
2026-01-10 10:00:00,10,5,1,50,55.321458916888076,249
2026-01-10 11:00:00,11,5,0,0,49.516711729617946,46
2026-01-10 12:00:00,12,5,1,30,47.90140963075811,170
2026-01-10 13:00:00,13,5,0,0,47.91079236171913,53
2026-01-10 14:00:00,14,5,0,0,46.468010033567815,42
2026-01-10 15:00:00,15,5,0,0,46.84629635869868,44
2026-01-10 16:00:00,16,5,0,0,42.809362885996116,41
2026-01-10 17:00:00,17,5,0,0,42.83084684592425,42
2026-01-10 18:00:00,18,5,0,0,41.40506613209531,40
2026-01-10 19:00:00,19,5,0,0,39.01194531489756,33
2026-01-10 20:00:00,20,5,0,0,40.21032337695302,46
2026-01-10 21:00:00,21,5,0,0,40.235669982628586,40
2026-01-10 22:00:00,22,5,0,0,41.332773279473514,37
2026-01-10 23:00:00,23,5,0,0,40.982824507724814,45
2026-01-11 00:00:00,0,6,1,50,46.664041068006014,134
2026-01-11 01:00:00,1,6,1,20,53.20477728630315,176
2026-01-11 02:00:00,2,6,1,10,55.866612480908316,165
2026-01-11 03:00:00,3,6,0,0,55.14027259327557,55
2026-01-11 04:00:00,4,6,0,0,55.2111991333305,57
2026-01-11 05:00:00,5,6,1,10,60.80661875090857,238
2026-01-11 06:00:00,6,6,0,0,63.001584741203374,61
2026-01-11 07:00:00,7,6,1,10,64.58738064689956,129
2026-01-11 08:00:00,8,6,1,10,62.5102716893358,254
2026-01-11 09:00:00,9,6,1,50,61.2953838046159,227
2026-01-11 10:00:00,10,6,0,0,58.59382472863271,53
2026-01-11 11:00:00,11,6,0,0,54.525414694498295,51
2026-01-11 12:00:00,12,6,1,50,51.65107472647551,107
2026-01-11 13:00:00,13,6,0,0,49.49137775831853,47
2026-01-11 14:00:00,14,6,0,0,48.50194659584673,48
2026-01-11 15:00:00,15,6,0,0,46.350835900593836,43
2026-01-11 16:00:00,16,6,1,10,45.60991856119648,183
2026-01-11 17:00:00,17,6,0,0,42.70958893399032,39
2026-01-11 18:00:00,18,6,0,0,41.77776037879346,40
2026-01-11 19:00:00,19,6,0,0,36.89335770086522,30
2026-01-11 20:00:00,20,6,0,0,38.88809953389909,45
2026-01-11 21:00:00,21,6,1,20,40.310832405913764,161
2026-01-11 22:00:00,22,6,0,0,46.85760315086359,49
2026-01-11 23:00:00,23,6,0,0,42.5273192583097,32
2026-01-12 00:00:00,0,0,1,30,47.78748557706942,214
2026-01-12 01:00:00,1,0,0,0,48.42088283071978,51
2026-01-12 02:00:00,2,0,0,0,57.62434330594686,60
2026-01-12 03:00:00,3,0,0,0,54.767564856724924,51
2026-01-12 04:00:00,4,0,0,0,58.04552527436088,61
2026-01-12 05:00:00,5,0,0,0,55.995947395472484,54
2026-01-12 06:00:00,6,0,1,10,57.66581973556688,121
2026-01-12 07:00:00,7,0,1,10,60.16758355858932,180
2026-01-12 08:00:00,8,0,1,10,61.272470754257746,219
2026-01-12 09:00:00,9,0,1,10,61.698163081338784,119
2026-01-12 10:00:00,10,0,0,0,58.405137621745176,59
2026-01-12 11:00:00,11,0,0,0,57.525056907365375,55
2026-01-12 12:00:00,12,0,0,0,55.0563443566833,50
2026-01-12 13:00:00,13,0,0,0,51.68510299263735,49
2026-01-12 14:00:00,14,0,0,0,52.33526233773839,57
2026-01-12 15:00:00,15,0,0,0,49.63151023015464,42
2026-01-12 16:00:00,16,0,1,20,47.33438577496281,139
2026-01-12 17:00:00,17,0,0,0,43.526697705281485,45
2026-01-12 18:00:00,18,0,0,0,44.48896152588926,45
2026-01-12 19:00:00,19,0,0,0,45.79917888228284,46
2026-01-12 20:00:00,20,0,0,0,45.44564000066757,44
2026-01-12 21:00:00,21,0,0,0,42.67439932056496,37
2026-01-12 22:00:00,22,0,0,0,44.971487452763036,53
2026-01-12 23:00:00,23,0,0,0,44.02038262328964,41
2026-01-13 00:00:00,0,1,0,0,48.786805857194004,51
2026-01-13 01:00:00,1,1,0,0,47.336690370334985,48
2026-01-13 02:00:00,2,1,0,0,51.66976559805287,54
2026-01-13 03:00:00,3,1,0,0,54.07033311044878,58
2026-01-13 04:00:00,4,1,1,30,57.8870760818379,156
2026-01-13 05:00:00,5,1,0,0,60.25026067084858,61
2026-01-13 06:00:00,6,1,0,0,63.36815283148536,68
2026-01-13 07:00:00,7,1,0,0,63.92144938327365,61
2026-01-13 08:00:00,8,1,0,0,62.47831899238165,57
2026-01-13 09:00:00,9,1,0,0,60.419301428386326,61
2026-01-13 10:00:00,10,1,0,0,60.0927756531072,60
2026-01-13 11:00:00,11,1,0,0,56.42966915775691,46
2026-01-13 12:00:00,12,1,0,0,53.461501389737585,52
2026-01-13 13:00:00,13,1,0,0,50.11827499503962,50
2026-01-13 14:00:00,14,1,0,0,49.138952030992876,43
2026-01-13 15:00:00,15,1,0,0,48.079107332807325,49
2026-01-13 16:00:00,16,1,0,0,44.636372254961884,40
2026-01-13 17:00:00,17,1,1,20,43.78851942871756,144
2026-01-13 18:00:00,18,1,0,0,40.23091097001356,39
2026-01-13 19:00:00,19,1,0,0,40.173967286021444,40
2026-01-13 20:00:00,20,1,0,0,38.47054946042564,35
2026-01-13 21:00:00,21,1,0,0,37.33522842595311,35
2026-01-13 22:00:00,22,1,0,0,41.51985787298918,52
2026-01-13 23:00:00,23,1,0,0,43.95940196622369,43
2026-01-14 00:00:00,0,2,0,0,47.06418879207549,45
2026-01-14 01:00:00,1,2,1,30,43.347093647702756,181
2026-01-14 02:00:00,2,2,1,10,46.223156465759196,205
2026-01-14 03:00:00,3,2,0,0,48.02734999646237,50
2026-01-14 04:00:00,4,2,0,0,56.37704664830224,66
2026-01-14 05:00:00,5,2,0,0,60.678097464319364,64
2026-01-14 06:00:00,6,2,0,0,62.712640607413825,56
2026-01-14 07:00:00,7,2,0,0,64.06300975777583,70
2026-01-14 08:00:00,8,2,0,0,63.683255678841995,63
2026-01-14 09:00:00,9,2,0,0,63.31247655224566,55
2026-01-14 10:00:00,10,2,0,0,53.83965459758562,42
2026-01-14 11:00:00,11,2,0,0,53.99759521131114,64
2026-01-14 12:00:00,12,2,1,10,49.86600413526437,228
2026-01-14 13:00:00,13,2,0,0,48.75995226478377,39
2026-01-14 14:00:00,14,2,0,0,44.116601880140195,50
2026-01-14 15:00:00,15,2,0,0,48.14178739802315,55
2026-01-14 16:00:00,16,2,0,0,51.167218811529104,48
2026-01-14 17:00:00,17,2,0,0,48.849697203970074,43
2026-01-14 18:00:00,18,2,0,0,44.79838970013526,42
2026-01-14 19:00:00,19,2,0,0,43.58062619223614,44
2026-01-14 20:00:00,20,2,0,0,44.238660050142244,45
2026-01-14 21:00:00,21,2,0,0,44.692365916693895,44
2026-01-14 22:00:00,22,2,0,0,44.99676124627674,45
2026-01-14 23:00:00,23,2,0,0,45.65157957907265,47
2026-01-15 00:00:00,0,3,1,20,46.2833421616344,141
2026-01-15 01:00:00,1,3,0,0,48.17127867727839,51
2026-01-15 02:00:00,2,3,0,0,47.98340268379368,46
2026-01-15 03:00:00,3,3,0,0,51.43313355786872,56
2026-01-15 04:00:00,4,3,0,0,52.27729470300154,53
2026-01-15 05:00:00,5,3,0,0,54.812659952264454,54
2026-01-15 06:00:00,6,3,0,0,56.25269364488968,60
2026-01-15 07:00:00,7,3,0,0,60.5533507090643,66
2026-01-15 08:00:00,8,3,0,0,63.59019250607901,63
2026-01-15 09:00:00,9,3,0,0,59.69655718540641,49
2026-01-15 10:00:00,10,3,0,0,54.17408705958462,50
2026-01-15 11:00:00,11,3,0,0,52.187490167288075,57
2026-01-15 12:00:00,12,3,0,0,50.810489580141024,45
2026-01-15 13:00:00,13,3,0,0,49.55608440742147,46
2026-01-15 14:00:00,14,3,0,0,46.37548910880697,47
2026-01-15 15:00:00,15,3,1,20,44.0420380693096,96
2026-01-15 16:00:00,16,3,0,0,42.568031300608176,41
2026-01-15 17:00:00,17,3,0,0,37.87481588974003,33
2026-01-15 18:00:00,18,3,0,0,37.51013317854922,36
2026-01-15 19:00:00,19,3,0,0,37.53447581686141,41
2026-01-15 20:00:00,20,3,0,0,37.435863494187736,33
2026-01-15 21:00:00,21,3,0,0,40.148578193418594,45
2026-01-15 22:00:00,22,3,1,30,41.13596472593346,114
2026-01-15 23:00:00,23,3,0,0,46.735792068121214,50
2026-01-16 00:00:00,0,4,0,0,48.73188033225015,51
2026-01-16 01:00:00,1,4,0,0,53.5675741974261,59
2026-01-16 02:00:00,2,4,0,0,55.384861928152425,55
2026-01-16 03:00:00,3,4,0,0,56.65301840679106,54
2026-01-16 04:00:00,4,4,1,10,56.607301390828184,119
2026-01-16 05:00:00,5,4,0,0,58.85717668910589,62
2026-01-16 06:00:00,6,4,1,50,60.63059677090232,248
2026-01-16 07:00:00,7,4,1,10,60.827421826203754,185
2026-01-16 08:00:00,8,4,0,0,58.41893755644975,55
2026-01-16 09:00:00,9,4,0,0,56.256358513943816,53
2026-01-16 10:00:00,10,4,0,0,52.297944154640966,47
2026-01-16 11:00:00,11,4,0,0,54.35987034402407,61
2026-01-16 12:00:00,12,4,0,0,51.03457721033501,43
2026-01-16 13:00:00,13,4,0,0,49.688013849999585,43
2026-01-16 14:00:00,14,4,0,0,43.045310351730954,41
2026-01-16 15:00:00,15,4,0,0,44.25293376833534,47
2026-01-16 16:00:00,16,4,1,20,42.89217177190208,197
2026-01-16 17:00:00,17,4,0,0,44.61600124801007,46
2026-01-16 18:00:00,18,4,1,20,41.02566551665138,130
2026-01-16 19:00:00,19,4,0,0,41.64923717582899,41
2026-01-16 20:00:00,20,4,0,0,38.510423374288614,37
2026-01-16 21:00:00,21,4,0,0,44.18446702369554,53
2026-01-16 22:00:00,22,4,0,0,43.29323214257025,39
2026-01-16 23:00:00,23,4,1,50,47.22586627732128,184
2026-01-17 00:00:00,0,5,0,0,47.063935136540955,53
2026-01-17 01:00:00,1,5,1,10,52.262327814351046,185
2026-01-17 02:00:00,2,5,0,0,53.96654401618489,54
2026-01-17 03:00:00,3,5,0,0,55.050903985697495,56
2026-01-17 04:00:00,4,5,0,0,56.45827913884992,58
2026-01-17 05:00:00,5,5,1,10,58.07517465522884,189
2026-01-17 06:00:00,6,5,1,20,60.874318412154246,260
2026-01-17 07:00:00,7,5,0,0,64.81850570319007,70
2026-01-17 08:00:00,8,5,0,0,63.80135465587574,55
2026-01-17 09:00:00,9,5,0,0,58.935573765874246,50
2026-01-17 10:00:00,10,5,0,0,53.55114592833968,54
2026-01-17 11:00:00,11,5,1,20,56.755793270503546,257
2026-01-17 12:00:00,12,5,1,20,55.342318019230625,135
2026-01-17 13:00:00,13,5,0,0,55.6919192918811,55
2026-01-17 14:00:00,14,5,0,0,51.65917493557623,53
2026-01-17 15:00:00,15,5,0,0,49.71896287539064,40
2026-01-17 16:00:00,16,5,0,0,45.91138546935292,44
2026-01-17 17:00:00,17,5,1,20,44.27612573014286,172
2026-01-17 18:00:00,18,5,0,0,43.59058250196552,38
2026-01-17 19:00:00,19,5,1,30,41.969975361470695,230
2026-01-17 20:00:00,20,5,0,0,38.61951420802416,38
2026-01-17 21:00:00,21,5,1,30,38.53644328789337,204
2026-01-17 22:00:00,22,5,0,0,39.346700733917515,41
2026-01-17 23:00:00,23,5,0,0,40.30028967483455,41
2026-01-18 00:00:00,0,6,1,10,44.40537927704319,127
2026-01-18 01:00:00,1,6,0,0,46.73361661739722,48
2026-01-18 02:00:00,2,6,0,0,51.692557065327286,56
2026-01-18 03:00:00,3,6,1,10,51.39961447851102,215
2026-01-18 04:00:00,4,6,1,20,55.258391446239244,111
2026-01-18 05:00:00,5,6,0,0,57.81104928356643,63
2026-01-18 06:00:00,6,6,0,0,58.0576266856649,50
2026-01-18 07:00:00,7,6,0,0,58.46258865673551,61
2026-01-18 08:00:00,8,6,0,0,58.78648729982738,64
2026-01-18 09:00:00,9,6,0,0,59.11700094358295,51
2026-01-18 10:00:00,10,6,0,0,59.728107884269605,63
2026-01-18 11:00:00,11,6,0,0,56.3563367168178,54
2026-01-18 12:00:00,12,6,0,0,54.840362717750644,46
2026-01-18 13:00:00,13,6,0,0,49.430396793249884,47
2026-01-18 14:00:00,14,6,0,0,47.13317981483428,47
2026-01-18 15:00:00,15,6,0,0,46.077852622830484,43
2026-01-18 16:00:00,16,6,0,0,45.04470654406422,44
2026-01-18 17:00:00,17,6,0,0,41.02661961376551,35
2026-01-18 18:00:00,18,6,0,0,40.20590127209345,40
2026-01-18 19:00:00,19,6,1,10,36.61878238149242,209
2026-01-18 20:00:00,20,6,0,0,38.30086300939231,40
2026-01-18 21:00:00,21,6,0,0,37.4883929629357,38
2026-01-18 22:00:00,22,6,0,0,40.17178664109128,41
2026-01-18 23:00:00,23,6,0,0,44.441339897629575,53
2026-01-19 00:00:00,0,0,0,0,50.12372543834983,55
2026-01-19 01:00:00,1,0,0,0,54.89423569451981,55
2026-01-19 02:00:00,2,0,0,0,53.54295594505652,49
2026-01-19 03:00:00,3,0,0,0,53.55378093186322,55
2026-01-19 04:00:00,4,0,0,0,56.584401425922955,64
2026-01-19 05:00:00,5,0,1,20,60.19420364407399,231
2026-01-19 06:00:00,6,0,0,0,65.563411022913,71
2026-01-19 07:00:00,7,0,0,0,64.53011266362041,61
2026-01-19 08:00:00,8,0,0,0,64.28099826002186,59
2026-01-19 09:00:00,9,0,1,20,58.92394419033669,136
2026-01-19 10:00:00,10,0,0,0,56.93789654501964,55
2026-01-19 11:00:00,11,0,0,0,54.33967709462896,51
2026-01-19 12:00:00,12,0,1,10,53.67802972549228,165
2026-01-19 13:00:00,13,0,1,20,52.520568595171056,124
2026-01-19 14:00:00,14,0,1,20,48.93530573795031,194
2026-01-19 15:00:00,15,0,0,0,43.179380416917866,36
2026-01-19 16:00:00,16,0,0,0,36.50051307148167,32
